titulo,descripcion,imagen,ingredientes,fecha,fuente,Producto,Porción,Nutriente,Cantidad,Unidad,%VD,Cantidad_num,_origen_html,_row,Nutriente_unidad
Galletitas Dulces con Avena y Pasas Frutigran,Galletitas dulces con avena y pasas de uva.,https://www.nutrinfo.com/imagenes/vademecum/11657/6862b56d51227.jpg,"INGREDIENTES: harina de trigo enriquecida Ley Nº 25.630, aceite de girasol de alto oleico, pasas de uva, avena arrollada, azúcar, almidon de maíz, harina integral, fibra soluble, jarabe de maíz, sal, emulsionante (monoglicéridos de ácidos grasos), regulador de la acidez (bicarbonato de sodio), saborizante natural vainilla, aromatizantes naturales melaza y manteca, leudante químico (bicarbonato de amonio), antioxidante (tocoferoles).",30-06-2025,Empresa,Galletitas Dulces con Avena y Pasas Frutigran,Porción: 39 g (3 galletitas),Carbohidratos,27,g,9.0,27.0,modal_html,3,Carbohidratos [g]
Galletitas Dulces con Avena y Pasas Frutigran,Galletitas dulces con avena y pasas de uva.,https://www.nutrinfo.com/imagenes/vademecum/11657/6862b56d51227.jpg,"INGREDIENTES: harina de trigo enriquecida Ley Nº 25.630, aceite de girasol de alto oleico, pasas de uva, avena arrollada, azúcar, almidon de maíz, harina integral, fibra soluble, jarabe de maíz, sal, emulsionante (monoglicéridos de ácidos grasos), regulador de la acidez (bicarbonato de sodio), saborizante natural vainilla, aromatizantes naturales melaza y manteca, leudante químico (bicarbonato de amonio), antioxidante (tocoferoles).",30-06-2025,Empresa,Galletitas Dulces con Avena y Pasas Frutigran,Porción: 39 g (3 galletitas),Proteínas,2.9,g,4.0,2.9,modal_html,3,Proteínas [g]
Galletitas Dulces con Avena y Pasas Frutigran,Galletitas dulces con avena y pasas de uva.,https://www.nutrinfo.com/imagenes/vademecum/11657/6862b56d51227.jpg,"INGREDIENTES: harina de trigo enriquecida Ley Nº 25.630, aceite de girasol de alto oleico, pasas de uva, avena arrollada, azúcar, almidon de maíz, harina integral, fibra soluble, jarabe de maíz, sal, emulsionante (monoglicéridos de ácidos grasos), regulador de la acidez (bicarbonato de sodio), saborizante natural vainilla, aromatizantes naturales melaza y manteca, leudante químico (bicarbonato de amonio), antioxidante (tocoferoles).",30-06-2025,Empresa,Galletitas Dulces con Avena y Pasas Frutigran,Porción: 39 g (3 galletitas),Grasas saturadas,0.6,g,3.0,0.6,modal_html,3,Grasas saturadas [g]
Galletitas Dulces con Avena y Pasas Frutigran,Galletitas dulces con avena y pasas de uva.,https://www.nutrinfo.com/imagenes/vademecum/11657/6862b56d51227.jpg,"INGREDIENTES: harina de trigo enriquecida Ley Nº 25.630, aceite de girasol de alto oleico, pasas de uva, avena arrollada, azúcar, almidon de maíz, harina integral, fibra soluble, jarabe de maíz, sal, emulsionante (monoglicéridos de ácidos grasos), regulador de la acidez (bicarbonato de sodio), saborizante natural vainilla, aromatizantes naturales melaza y manteca, leudante químico (bicarbonato de amonio), antioxidante (tocoferoles).",30-06-2025,Empresa,Galletitas Dulces con Avena y Pasas Frutigran,Porción: 39 g (3 galletitas),Grasas monoinsaturadas,4.3,g,,4.3,modal_html,3,Grasas monoinsaturadas [g]
Galletitas Dulces con Avena y Pasas Frutigran,Galletitas dulces con avena y pasas de uva.,https://www.nutrinfo.com/imagenes/vademecum/11657/6862b56d51227.jpg,"INGREDIENTES: harina de trigo enriquecida Ley Nº 25.630, aceite de girasol de alto oleico, pasas de uva, avena arrollada, azúcar, almidon de maíz, harina integral, fibra soluble, jarabe de maíz, sal, emulsionante (monoglicéridos de ácidos grasos), regulador de la acidez (bicarbonato de sodio), saborizante natural vainilla, aromatizantes naturales melaza y manteca, leudante químico (bicarbonato de amonio), antioxidante (tocoferoles).",30-06-2025,Empresa,Galletitas Dulces con Avena y Pasas Frutigran,Porción: 39 g (3 galletitas),Grasas poliinsaturadas,0.5,g,,0.5,modal_html,3,Grasas poliinsaturadas [g]
Galletitas Dulces con Avena y Pasas Frutigran,Galletitas dulces con avena y pasas de uva.,https://www.nutrinfo.com/imagenes/vademecum/11657/6862b56d51227.jpg,"INGREDIENTES: harina de trigo enriquecida Ley Nº 25.630, aceite de girasol de alto oleico, pasas de uva, avena arrollada, azúcar, almidon de maíz, harina integral, fibra soluble, jarabe de maíz, sal, emulsionante (monoglicéridos de ácidos grasos), regulador de la acidez (bicarbonato de sodio), saborizante natural vainilla, aromatizantes naturales melaza y manteca, leudante químico (bicarbonato de amonio), antioxidante (tocoferoles).",30-06-2025,Empresa,Galletitas Dulces con Avena y Pasas Frutigran,Porción: 39 g (3 galletitas),Grasas trans,0,g,,0.0,modal_html,3,Grasas trans [g]
Galletitas Dulces con Avena y Pasas Frutigran,Galletitas dulces con avena y pasas de uva.,https://www.nutrinfo.com/imagenes/vademecum/11657/6862b56d51227.jpg,"INGREDIENTES: harina de trigo enriquecida Ley Nº 25.630, aceite de girasol de alto oleico, pasas de uva, avena arrollada, azúcar, almidon de maíz, harina integral, fibra soluble, jarabe de maíz, sal, emulsionante (monoglicéridos de ácidos grasos), regulador de la acidez (bicarbonato de sodio), saborizante natural vainilla, aromatizantes naturales melaza y manteca, leudante químico (bicarbonato de amonio), antioxidante (tocoferoles).",30-06-2025,Empresa,Galletitas Dulces con Avena y Pasas Frutigran,Porción: 39 g (3 galletitas),Colesterol,0,mg,,0.0,modal_html,3,Colesterol [mg]
Galletitas Dulces con Avena y Pasas Frutigran,Galletitas dulces con avena y pasas de uva.,https://www.nutrinfo.com/imagenes/vademecum/11657/6862b56d51227.jpg,"INGREDIENTES: harina de trigo enriquecida Ley Nº 25.630, aceite de girasol de alto oleico, pasas de uva, avena arrollada, azúcar, almidon de maíz, harina integral, fibra soluble, jarabe de maíz, sal, emulsionante (monoglicéridos de ácidos grasos), regulador de la acidez (bicarbonato de sodio), saborizante natural vainilla, aromatizantes naturales melaza y manteca, leudante químico (bicarbonato de amonio), antioxidante (tocoferoles).",30-06-2025,Empresa,Galletitas Dulces con Avena y Pasas Frutigran,Porción: 39 g (3 galletitas),Fibra,1.6,g,6.0,1.6,modal_html,3,Fibra [g]
Galletitas Dulces con Avena y Pasas Frutigran,Galletitas dulces con avena y pasas de uva.,https://www.nutrinfo.com/imagenes/vademecum/11657/6862b56d51227.jpg,"INGREDIENTES: harina de trigo enriquecida Ley Nº 25.630, aceite de girasol de alto oleico, pasas de uva, avena arrollada, azúcar, almidon de maíz, harina integral, fibra soluble, jarabe de maíz, sal, emulsionante (monoglicéridos de ácidos grasos), regulador de la acidez (bicarbonato de sodio), saborizante natural vainilla, aromatizantes naturales melaza y manteca, leudante químico (bicarbonato de amonio), antioxidante (tocoferoles).",30-06-2025,Empresa,Galletitas Dulces con Avena y Pasas Frutigran,Porción: 39 g (3 galletitas),Sodio,105,mg,4.0,105.0,modal_html,3,Sodio [mg]
Galletitas con Avena y Pasas Granolitas,"Galletitas dulces con harina integral, pasas de uva y avena. 13% mayeria grasa",https://www.nutrinfo.com/imagenes/vademecum/16180/6862b0ef98deb.jpg,"INGREDIENTES: harina integral, harina de trigo enriquecida Ley N° 25.630 (hierro: mg/kg, niacina: 13 mg/kg, vitamina B1: 6,3 mg/kg, acido folico: 2,2 mg/kg, vitamina B2: 1,3 mg/kg), pasas de uva, avena arrollada, aceite de girasol de alto oleico, azucar, almidon de maiz, crispines de arroz, copos de maiz, fibra soluble, almidon modificado, sal, emulsionante (monogliceridos de acidos grasos), regulador de la acidez (bicarbonato de sodio), leudante quimico (bicarbonato de amonio), aromatizantes naturales vainilla, melaza y manteca, antioxidante (tocoferoles).",30-06-2025,Rótulo,Galletitas con Avena y Pasas Granolitas,Porción: 30 g (6 galletitas),Valor energético,129,kcal,6.0,129.0,modal_html,4,Valor energético [kcal]
Galletitas con Avena y Pasas Granolitas,"Galletitas dulces con harina integral, pasas de uva y avena. 13% mayeria grasa",https://www.nutrinfo.com/imagenes/vademecum/16180/6862b0ef98deb.jpg,"INGREDIENTES: harina integral, harina de trigo enriquecida Ley N° 25.630 (hierro: mg/kg, niacina: 13 mg/kg, vitamina B1: 6,3 mg/kg, acido folico: 2,2 mg/kg, vitamina B2: 1,3 mg/kg), pasas de uva, avena arrollada, aceite de girasol de alto oleico, azucar, almidon de maiz, crispines de arroz, copos de maiz, fibra soluble, almidon modificado, sal, emulsionante (monogliceridos de acidos grasos), regulador de la acidez (bicarbonato de sodio), leudante quimico (bicarbonato de amonio), aromatizantes naturales vainilla, melaza y manteca, antioxidante (tocoferoles).",30-06-2025,Rótulo,Galletitas con Avena y Pasas Granolitas,Porción: 30 g (6 galletitas),Azúcares,4.5,g,,4.5,modal_html,4,Azúcares [g]
Galletitas con Avena y Pasas Granolitas,"Galletitas dulces con harina integral, pasas de uva y avena. 13% mayeria grasa",https://www.nutrinfo.com/imagenes/vademecum/16180/6862b0ef98deb.jpg,"INGREDIENTES: harina integral, harina de trigo enriquecida Ley N° 25.630 (hierro: mg/kg, niacina: 13 mg/kg, vitamina B1: 6,3 mg/kg, acido folico: 2,2 mg/kg, vitamina B2: 1,3 mg/kg), pasas de uva, avena arrollada, aceite de girasol de alto oleico, azucar, almidon de maiz, crispines de arroz, copos de maiz, fibra soluble, almidon modificado, sal, emulsionante (monogliceridos de acidos grasos), regulador de la acidez (bicarbonato de sodio), leudante quimico (bicarbonato de amonio), aromatizantes naturales vainilla, melaza y manteca, antioxidante (tocoferoles).",30-06-2025,Rótulo,Galletitas con Avena y Pasas Granolitas,Porción: 30 g (6 galletitas),Proteínas,2.2,g,3.0,2.2,modal_html,4,Proteínas [g]
Galletitas con Avena y Pasas Granolitas,"Galletitas dulces con harina integral, pasas de uva y avena. 13% mayeria grasa",https://www.nutrinfo.com/imagenes/vademecum/16180/6862b0ef98deb.jpg,"INGREDIENTES: harina integral, harina de trigo enriquecida Ley N° 25.630 (hierro: mg/kg, niacina: 13 mg/kg, vitamina B1: 6,3 mg/kg, acido folico: 2,2 mg/kg, vitamina B2: 1,3 mg/kg), pasas de uva, avena arrollada, aceite de girasol de alto oleico, azucar, almidon de maiz, crispines de arroz, copos de maiz, fibra soluble, almidon modificado, sal, emulsionante (monogliceridos de acidos grasos), regulador de la acidez (bicarbonato de sodio), leudante quimico (bicarbonato de amonio), aromatizantes naturales vainilla, melaza y manteca, antioxidante (tocoferoles).",30-06-2025,Rótulo,Galletitas con Avena y Pasas Granolitas,Porción: 30 g (6 galletitas),Grasas saturadas,0.4,g,2.0,0.4,modal_html,4,Grasas saturadas [g]
Galletitas con Avena y Pasas Granolitas,"Galletitas dulces con harina integral, pasas de uva y avena. 13% mayeria grasa",https://www.nutrinfo.com/imagenes/vademecum/16180/6862b0ef98deb.jpg,"INGREDIENTES: harina integral, harina de trigo enriquecida Ley N° 25.630 (hierro: mg/kg, niacina: 13 mg/kg, vitamina B1: 6,3 mg/kg, acido folico: 2,2 mg/kg, vitamina B2: 1,3 mg/kg), pasas de uva, avena arrollada, aceite de girasol de alto oleico, azucar, almidon de maiz, crispines de arroz, copos de maiz, fibra soluble, almidon modificado, sal, emulsionante (monogliceridos de acidos grasos), regulador de la acidez (bicarbonato de sodio), leudante quimico (bicarbonato de amonio), aromatizantes naturales vainilla, melaza y manteca, antioxidante (tocoferoles).",30-06-2025,Rótulo,Galletitas con Avena y Pasas Granolitas,Porción: 30 g (6 galletitas),Grasas trans,0,g,,0.0,modal_html,4,Grasas trans [g]
Galletitas con Avena y Pasas Granolitas,"Galletitas dulces con harina integral, pasas de uva y avena. 13% mayeria grasa",https://www.nutrinfo.com/imagenes/vademecum/16180/6862b0ef98deb.jpg,"INGREDIENTES: harina integral, harina de trigo enriquecida Ley N° 25.630 (hierro: mg/kg, niacina: 13 mg/kg, vitamina B1: 6,3 mg/kg, acido folico: 2,2 mg/kg, vitamina B2: 1,3 mg/kg), pasas de uva, avena arrollada, aceite de girasol de alto oleico, azucar, almidon de maiz, crispines de arroz, copos de maiz, fibra soluble, almidon modificado, sal, emulsionante (monogliceridos de acidos grasos), regulador de la acidez (bicarbonato de sodio), leudante quimico (bicarbonato de amonio), aromatizantes naturales vainilla, melaza y manteca, antioxidante (tocoferoles).",30-06-2025,Rótulo,Galletitas con Avena y Pasas Granolitas,Porción: 30 g (6 galletitas),Fibra,1.3,g,5.0,1.3,modal_html,4,Fibra [g]
Galletitas con Avena y Pasas Granolitas,"Galletitas dulces con harina integral, pasas de uva y avena. 13% mayeria grasa",https://www.nutrinfo.com/imagenes/vademecum/16180/6862b0ef98deb.jpg,"INGREDIENTES: harina integral, harina de trigo enriquecida Ley N° 25.630 (hierro: mg/kg, niacina: 13 mg/kg, vitamina B1: 6,3 mg/kg, acido folico: 2,2 mg/kg, vitamina B2: 1,3 mg/kg), pasas de uva, avena arrollada, aceite de girasol de alto oleico, azucar, almidon de maiz, crispines de arroz, copos de maiz, fibra soluble, almidon modificado, sal, emulsionante (monogliceridos de acidos grasos), regulador de la acidez (bicarbonato de sodio), leudante quimico (bicarbonato de amonio), aromatizantes naturales vainilla, melaza y manteca, antioxidante (tocoferoles).",30-06-2025,Rótulo,Galletitas con Avena y Pasas Granolitas,Porción: 30 g (6 galletitas),Sodio,87,mg,4.0,87.0,modal_html,4,Sodio [mg]
Galletitas Crackers con KesitasTraviata,Galletitas snack,https://www.nutrinfo.com/imagenes/vademecum/16105/67f45625ae570.jpg,"INGREDIENTES: Harina de trigo enriquecida, aceite de girasol alto oleico, almidón, azúcar, sal, jarabe de glucosa, levadura, emulsionantes: mono y digliceridos de acidos grasos, esteres de acidos grasos con propilenglicol, sales de acidos grasos con potasio, lecitna de soja, antioxidante: BHT, aromatizante artificial: aroma queso.",08-04-2025,Rótulo,Galletitas Crackers con KesitasTraviata,Porción: 30 g (12 galletitas),Valor energético,141,kcal,7.0,141.0,modal_html,8,Valor energético [kcal]
Galletitas Crackers con KesitasTraviata,Galletitas snack,https://www.nutrinfo.com/imagenes/vademecum/16105/67f45625ae570.jpg,"INGREDIENTES: Harina de trigo enriquecida, aceite de girasol alto oleico, almidón, azúcar, sal, jarabe de glucosa, levadura, emulsionantes: mono y digliceridos de acidos grasos, esteres de acidos grasos con propilenglicol, sales de acidos grasos con potasio, lecitna de soja, antioxidante: BHT, aromatizante artificial: aroma queso.",08-04-2025,Rótulo,Galletitas Crackers con KesitasTraviata,Porción: 30 g (12 galletitas),Azúcares,1,g,,1.0,modal_html,8,Azúcares [g]
Galletitas Crackers con KesitasTraviata,Galletitas snack,https://www.nutrinfo.com/imagenes/vademecum/16105/67f45625ae570.jpg,"INGREDIENTES: Harina de trigo enriquecida, aceite de girasol alto oleico, almidón, azúcar, sal, jarabe de glucosa, levadura, emulsionantes: mono y digliceridos de acidos grasos, esteres de acidos grasos con propilenglicol, sales de acidos grasos con potasio, lecitna de soja, antioxidante: BHT, aromatizante artificial: aroma queso.",08-04-2025,Rótulo,Galletitas Crackers con KesitasTraviata,Porción: 30 g (12 galletitas),Proteínas,2.8,g,4.0,2.8,modal_html,8,Proteínas [g]
Galletitas Crackers con KesitasTraviata,Galletitas snack,https://www.nutrinfo.com/imagenes/vademecum/16105/67f45625ae570.jpg,"INGREDIENTES: Harina de trigo enriquecida, aceite de girasol alto oleico, almidón, azúcar, sal, jarabe de glucosa, levadura, emulsionantes: mono y digliceridos de acidos grasos, esteres de acidos grasos con propilenglicol, sales de acidos grasos con potasio, lecitna de soja, antioxidante: BHT, aromatizante artificial: aroma queso.",08-04-2025,Rótulo,Galletitas Crackers con KesitasTraviata,Porción: 30 g (12 galletitas),Grasas saturadas,0.6,g,3.0,0.6,modal_html,8,Grasas saturadas [g]
Galletitas Crackers con KesitasTraviata,Galletitas snack,https://www.nutrinfo.com/imagenes/vademecum/16105/67f45625ae570.jpg,"INGREDIENTES: Harina de trigo enriquecida, aceite de girasol alto oleico, almidón, azúcar, sal, jarabe de glucosa, levadura, emulsionantes: mono y digliceridos de acidos grasos, esteres de acidos grasos con propilenglicol, sales de acidos grasos con potasio, lecitna de soja, antioxidante: BHT, aromatizante artificial: aroma queso.",08-04-2025,Rótulo,Galletitas Crackers con KesitasTraviata,Porción: 30 g (12 galletitas),Grasas monoinsaturadas,4.6,g,,4.6,modal_html,8,Grasas monoinsaturadas [g]
Galletitas Crackers con KesitasTraviata,Galletitas snack,https://www.nutrinfo.com/imagenes/vademecum/16105/67f45625ae570.jpg,"INGREDIENTES: Harina de trigo enriquecida, aceite de girasol alto oleico, almidón, azúcar, sal, jarabe de glucosa, levadura, emulsionantes: mono y digliceridos de acidos grasos, esteres de acidos grasos con propilenglicol, sales de acidos grasos con potasio, lecitna de soja, antioxidante: BHT, aromatizante artificial: aroma queso.",08-04-2025,Rótulo,Galletitas Crackers con KesitasTraviata,Porción: 30 g (12 galletitas),Grasas poliinsaturadas,0.5,g,,0.5,modal_html,8,Grasas poliinsaturadas [g]
Galletitas Crackers con KesitasTraviata,Galletitas snack,https://www.nutrinfo.com/imagenes/vademecum/16105/67f45625ae570.jpg,"INGREDIENTES: Harina de trigo enriquecida, aceite de girasol alto oleico, almidón, azúcar, sal, jarabe de glucosa, levadura, emulsionantes: mono y digliceridos de acidos grasos, esteres de acidos grasos con propilenglicol, sales de acidos grasos con potasio, lecitna de soja, antioxidante: BHT, aromatizante artificial: aroma queso.",08-04-2025,Rótulo,Galletitas Crackers con KesitasTraviata,Porción: 30 g (12 galletitas),Grasas trans,0,g,,0.0,modal_html,8,Grasas trans [g]
Galletitas Crackers con KesitasTraviata,Galletitas snack,https://www.nutrinfo.com/imagenes/vademecum/16105/67f45625ae570.jpg,"INGREDIENTES: Harina de trigo enriquecida, aceite de girasol alto oleico, almidón, azúcar, sal, jarabe de glucosa, levadura, emulsionantes: mono y digliceridos de acidos grasos, esteres de acidos grasos con propilenglicol, sales de acidos grasos con potasio, lecitna de soja, antioxidante: BHT, aromatizante artificial: aroma queso.",08-04-2025,Rótulo,Galletitas Crackers con KesitasTraviata,Porción: 30 g (12 galletitas),Fibra,0.6,g,2.0,0.6,modal_html,8,Fibra [g]
Galletitas Crackers con KesitasTraviata,Galletitas snack,https://www.nutrinfo.com/imagenes/vademecum/16105/67f45625ae570.jpg,"INGREDIENTES: Harina de trigo enriquecida, aceite de girasol alto oleico, almidón, azúcar, sal, jarabe de glucosa, levadura, emulsionantes: mono y digliceridos de acidos grasos, esteres de acidos grasos con propilenglicol, sales de acidos grasos con potasio, lecitna de soja, antioxidante: BHT, aromatizante artificial: aroma queso.",08-04-2025,Rótulo,Galletitas Crackers con KesitasTraviata,Porción: 30 g (12 galletitas),Sodio,229,mg,10.0,229.0,modal_html,8,Sodio [mg]
Galletitas Crackers Orgánicas con Lino y Chia Grun,"Galletitas a base de harina integral de trigo, harina de trigo 000, aceite de girasol.",https://www.nutrinfo.com/imagenes/vademecum/14758/67f3db9c57611.jpg,"INGREDIENTES: Harina integral de trigo orgánica, harina 000 orgánica, agua, aceite de girasol orgánico, semilla de lino orgánica, semilla de chia orgánica, sal, levadura en polvo. Antioxidante: tocoferol",07-04-2025,Rótulo,Galletitas Crackers Orgánicas con Lino y Chia Grun,Porción: 30 g (3 unidades),Valor energético,104,kcal,5.0,104.0,modal_html,9,Valor energético [kcal]
Galletitas Crackers Orgánicas con Lino y Chia Grun,"Galletitas a base de harina integral de trigo, harina de trigo 000, aceite de girasol.",https://www.nutrinfo.com/imagenes/vademecum/14758/67f3db9c57611.jpg,"INGREDIENTES: Harina integral de trigo orgánica, harina 000 orgánica, agua, aceite de girasol orgánico, semilla de lino orgánica, semilla de chia orgánica, sal, levadura en polvo. Antioxidante: tocoferol",07-04-2025,Rótulo,Galletitas Crackers Orgánicas con Lino y Chia Grun,Porción: 30 g (3 unidades),Carbohidratos,12,g,4.0,12.0,modal_html,9,Carbohidratos [g]
Galletitas Crackers Orgánicas con Lino y Chia Grun,"Galletitas a base de harina integral de trigo, harina de trigo 000, aceite de girasol.",https://www.nutrinfo.com/imagenes/vademecum/14758/67f3db9c57611.jpg,"INGREDIENTES: Harina integral de trigo orgánica, harina 000 orgánica, agua, aceite de girasol orgánico, semilla de lino orgánica, semilla de chia orgánica, sal, levadura en polvo. Antioxidante: tocoferol",07-04-2025,Rótulo,Galletitas Crackers Orgánicas con Lino y Chia Grun,Porción: 30 g (3 unidades),Proteínas,2.6,g,3.0,2.6,modal_html,9,Proteínas [g]
Galletitas Crackers Orgánicas con Lino y Chia Grun,"Galletitas a base de harina integral de trigo, harina de trigo 000, aceite de girasol.",https://www.nutrinfo.com/imagenes/vademecum/14758/67f3db9c57611.jpg,"INGREDIENTES: Harina integral de trigo orgánica, harina 000 orgánica, agua, aceite de girasol orgánico, semilla de lino orgánica, semilla de chia orgánica, sal, levadura en polvo. Antioxidante: tocoferol",07-04-2025,Rótulo,Galletitas Crackers Orgánicas con Lino y Chia Grun,Porción: 30 g (3 unidades),Grasas saturadas,0.4,g,2.0,0.4,modal_html,9,Grasas saturadas [g]
Galletitas Crackers Orgánicas con Lino y Chia Grun,"Galletitas a base de harina integral de trigo, harina de trigo 000, aceite de girasol.",https://www.nutrinfo.com/imagenes/vademecum/14758/67f3db9c57611.jpg,"INGREDIENTES: Harina integral de trigo orgánica, harina 000 orgánica, agua, aceite de girasol orgánico, semilla de lino orgánica, semilla de chia orgánica, sal, levadura en polvo. Antioxidante: tocoferol",07-04-2025,Rótulo,Galletitas Crackers Orgánicas con Lino y Chia Grun,Porción: 30 g (3 unidades),Grasas trans,0,g,,0.0,modal_html,9,Grasas trans [g]
Galletitas Crackers Orgánicas con Lino y Chia Grun,"Galletitas a base de harina integral de trigo, harina de trigo 000, aceite de girasol.",https://www.nutrinfo.com/imagenes/vademecum/14758/67f3db9c57611.jpg,"INGREDIENTES: Harina integral de trigo orgánica, harina 000 orgánica, agua, aceite de girasol orgánico, semilla de lino orgánica, semilla de chia orgánica, sal, levadura en polvo. Antioxidante: tocoferol",07-04-2025,Rótulo,Galletitas Crackers Orgánicas con Lino y Chia Grun,Porción: 30 g (3 unidades),Fibra,2.2,g,9.0,2.2,modal_html,9,Fibra [g]
Galletitas Crackers Orgánicas con Lino y Chia Grun,"Galletitas a base de harina integral de trigo, harina de trigo 000, aceite de girasol.",https://www.nutrinfo.com/imagenes/vademecum/14758/67f3db9c57611.jpg,"INGREDIENTES: Harina integral de trigo orgánica, harina 000 orgánica, agua, aceite de girasol orgánico, semilla de lino orgánica, semilla de chia orgánica, sal, levadura en polvo. Antioxidante: tocoferol",07-04-2025,Rótulo,Galletitas Crackers Orgánicas con Lino y Chia Grun,Porción: 30 g (3 unidades),Sodio,196,mg,8.0,196.0,modal_html,9,Sodio [mg]
Galletas de Arroz Mix de Legumbres Rodez,"Galletas de arroz con garbanzos, arvejas, porotos rojos y porotos negros. Libre de gluten",https://www.nutrinfo.com/imagenes/vademecum/16103/67f3da6a6a1a5.jpg,"INGREDIENTES: Arroz integral yamani, garbanzos, arvejas, porotos rojos, porotos negros, sal",07-04-2025,Rótulo,Galletas de Arroz Mix de Legumbres Rodez,Porción: 25 g (6 unidades),Valor energético,90,kcal,5.0,90.0,modal_html,10,Valor energético [kcal]
Galletas de Arroz Mix de Legumbres Rodez,"Galletas de arroz con garbanzos, arvejas, porotos rojos y porotos negros. Libre de gluten",https://www.nutrinfo.com/imagenes/vademecum/16103/67f3da6a6a1a5.jpg,"INGREDIENTES: Arroz integral yamani, garbanzos, arvejas, porotos rojos, porotos negros, sal",07-04-2025,Rótulo,Galletas de Arroz Mix de Legumbres Rodez,Porción: 25 g (6 unidades),Carbohidratos,18,g,6.0,18.0,modal_html,10,Carbohidratos [g]
Galletas de Arroz Mix de Legumbres Rodez,"Galletas de arroz con garbanzos, arvejas, porotos rojos y porotos negros. Libre de gluten",https://www.nutrinfo.com/imagenes/vademecum/16103/67f3da6a6a1a5.jpg,"INGREDIENTES: Arroz integral yamani, garbanzos, arvejas, porotos rojos, porotos negros, sal",07-04-2025,Rótulo,Galletas de Arroz Mix de Legumbres Rodez,Porción: 25 g (6 unidades),Proteínas,3,g,4.0,3.0,modal_html,10,Proteínas [g]
Galletas de Arroz Mix de Legumbres Rodez,"Galletas de arroz con garbanzos, arvejas, porotos rojos y porotos negros. Libre de gluten",https://www.nutrinfo.com/imagenes/vademecum/16103/67f3da6a6a1a5.jpg,"INGREDIENTES: Arroz integral yamani, garbanzos, arvejas, porotos rojos, porotos negros, sal",07-04-2025,Rótulo,Galletas de Arroz Mix de Legumbres Rodez,Porción: 25 g (6 unidades),Grasas saturadas,0.1,g,0.0,0.1,modal_html,10,Grasas saturadas [g]
Galletas de Arroz Mix de Legumbres Rodez,"Galletas de arroz con garbanzos, arvejas, porotos rojos y porotos negros. Libre de gluten",https://www.nutrinfo.com/imagenes/vademecum/16103/67f3da6a6a1a5.jpg,"INGREDIENTES: Arroz integral yamani, garbanzos, arvejas, porotos rojos, porotos negros, sal",07-04-2025,Rótulo,Galletas de Arroz Mix de Legumbres Rodez,Porción: 25 g (6 unidades),Grasas trans,0,g,,0.0,modal_html,10,Grasas trans [g]
Galletas de Arroz Mix de Legumbres Rodez,"Galletas de arroz con garbanzos, arvejas, porotos rojos y porotos negros. Libre de gluten",https://www.nutrinfo.com/imagenes/vademecum/16103/67f3da6a6a1a5.jpg,"INGREDIENTES: Arroz integral yamani, garbanzos, arvejas, porotos rojos, porotos negros, sal",07-04-2025,Rótulo,Galletas de Arroz Mix de Legumbres Rodez,Porción: 25 g (6 unidades),Fibra,2,g,8.0,2.0,modal_html,10,Fibra [g]
Galletas de Arroz Mix de Legumbres Rodez,"Galletas de arroz con garbanzos, arvejas, porotos rojos y porotos negros. Libre de gluten",https://www.nutrinfo.com/imagenes/vademecum/16103/67f3da6a6a1a5.jpg,"INGREDIENTES: Arroz integral yamani, garbanzos, arvejas, porotos rojos, porotos negros, sal",07-04-2025,Rótulo,Galletas de Arroz Mix de Legumbres Rodez,Porción: 25 g (6 unidades),Sodio,30,mg,1.0,30.0,modal_html,10,Sodio [mg]
Tostaditas de Arroz Crackines,Tostaditas de arroz con sal,https://www.nutrinfo.com/imagenes/vademecum/13480/5f6905106c3bc.jpg,"INGREDIENTES: Arroz molido, leche en polvo, azúcar, sal.",23-12-2024,Rótulo,Tostaditas de Arroz Crackines,Porción: 30 g (13 galletitas),Valor energético,114,kcal,6.0,114.0,modal_html,11,Valor energético [kcal]
Tostaditas de Arroz Crackines,Tostaditas de arroz con sal,https://www.nutrinfo.com/imagenes/vademecum/13480/5f6905106c3bc.jpg,"INGREDIENTES: Arroz molido, leche en polvo, azúcar, sal.",23-12-2024,Rótulo,Tostaditas de Arroz Crackines,Porción: 30 g (13 galletitas),Carbohidratos,25,g,8.0,25.0,modal_html,11,Carbohidratos [g]
Tostaditas de Arroz Crackines,Tostaditas de arroz con sal,https://www.nutrinfo.com/imagenes/vademecum/13480/5f6905106c3bc.jpg,"INGREDIENTES: Arroz molido, leche en polvo, azúcar, sal.",23-12-2024,Rótulo,Tostaditas de Arroz Crackines,Porción: 30 g (13 galletitas),Proteínas,2.3,g,3.0,2.3,modal_html,11,Proteínas [g]
Tostaditas de Arroz Crackines,Tostaditas de arroz con sal,https://www.nutrinfo.com/imagenes/vademecum/13480/5f6905106c3bc.jpg,"INGREDIENTES: Arroz molido, leche en polvo, azúcar, sal.",23-12-2024,Rótulo,Tostaditas de Arroz Crackines,Porción: 30 g (13 galletitas),Grasas saturadas,0.2,g,1.0,0.2,modal_html,11,Grasas saturadas [g]
Tostaditas de Arroz Crackines,Tostaditas de arroz con sal,https://www.nutrinfo.com/imagenes/vademecum/13480/5f6905106c3bc.jpg,"INGREDIENTES: Arroz molido, leche en polvo, azúcar, sal.",23-12-2024,Rótulo,Tostaditas de Arroz Crackines,Porción: 30 g (13 galletitas),Grasas trans,0,g,,0.0,modal_html,11,Grasas trans [g]
